Source,County ID,County,SCC,General Emissions Description,Specific Emissions Description,PolName,Tons/day
NonRoad,49003,Box Elder,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,PM2_5,0
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,CO,0.005343
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,NOX,0.0001
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,VOC,0.000149
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,NH3,0
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,SO2,0.000001
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,PM10,0.000004
NonRoad,49003,Box Elder,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,PM2_5,0.000004
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,CO,0.001534
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,NOX,0.000051
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,VOC,0.000066
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,NH3,0
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,SO2,0
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,PM10,0.000002
NonRoad,49003,Box Elder,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,PM2_5,0.000002
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,CO,0.013233
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,NOX,0.000174
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,VOC,0.00033
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,NH3,0
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,SO2,0.000001
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,PM10,0.000007
NonRoad,49003,Box Elder,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,PM2_5,0.000007
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,CO,0.006548
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,NOX,0.000118
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,VOC,0.000236
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,NH3,0
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,SO2,0.000001
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,PM10,0.000004
NonRoad,49003,Box Elder,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,PM2_5,0.000004
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,CO,0.000247
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,NOX,0.000022
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,VOC,0.00001
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,NH3,0
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,SO2,0
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,PM10,0
NonRoad,49003,Box Elder,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,PM2_5,0
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,CO,0.000822
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,NOX,0.000013
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,VOC,0.000021
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,NH3,0
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,SO2,0
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,PM10,0.000001
NonRoad,49003,Box Elder,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,PM2_5,0.000001
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,CO,0.000192
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,NOX,0.000024
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,VOC,0.000009
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,NH3,0
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,SO2,0
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,PM10,0
NonRoad,49003,Box Elder,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,PM2_5,0
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,CO,0.000247
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,NOX,0.000034
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,VOC,0.00001
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,NH3,0
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,SO2,0
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,PM10,0.000001
NonRoad,49003,Box Elder,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,PM2_5,0.000001
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,CO,0.004466
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,NOX,0.000057
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,VOC,0.000105
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,NH3,0
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,SO2,0
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,PM10,0.000002
NonRoad,49003,Box Elder,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,PM2_5,0.000002
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,CO,0.002027
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,NOX,0.000089
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,VOC,0.000063
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,NH3,0
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,SO2,0
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,PM10,0.000001
NonRoad,49003,Box Elder,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,PM2_5,0.000001
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,CO,0.001096
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,NOX,0.00002
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,VOC,0.000036
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,NH3,0
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,SO2,0
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,PM10,0.000001
NonRoad,49003,Box Elder,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,PM2_5,0.000001
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,CO,0.000274
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,NOX,0.000036
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,VOC,0.000014
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,NH3,0
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,SO2,0
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,PM10,0
NonRoad,49003,Box Elder,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,PM2_5,0
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,CO,0.017562
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,NOX,0.001389
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,VOC,0.00073
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,NH3,0
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,SO2,0.000002
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,PM10,0.00001
NonRoad,49003,Box Elder,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,PM2_5,0.00001
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,CO,0.015096
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,NOX,0.001876
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,VOC,0.000664
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,NH3,0
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,SO2,0.000005
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,PM10,0.000031
NonRoad,49003,Box Elder,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,PM2_5,0.00003
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,CO,0.009069
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,NOX,0.000282
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,VOC,0.000258
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,NH3,0
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,SO2,0.000001
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,PM10,0.00001
NonRoad,49003,Box Elder,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,PM2_5,0.000009
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,CO,0.026274
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,NOX,0.000459
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,VOC,0.000922
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,NH3,0
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,SO2,0.000002
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,PM10,0.000033
NonRoad,49003,Box Elder,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,PM2_5,0.000032
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,CO,0.001233
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,NOX,0.000082
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,VOC,0.000047
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,NH3,0
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,SO2,0
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,PM10,0.000001
NonRoad,49003,Box Elder,2265003050,Off-highway Vehicle Gasoline 4-Stroke,Other Material Handling Equipment,PM2_5,0.000001
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,CO,0.000192
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,NOX,0.000002
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,VOC,0.000005
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,NH3,0
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,SO2,0
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,PM10,0
NonRoad,49003,Box Elder,2265003060,Off-highway Vehicle Gasoline 4-Stroke,AC\Refrigeration,PM2_5,0
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,CO,0.000521
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,NOX,0.000077
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,VOC,0.000018
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,NH3,0
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,SO2,0.000001
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,PM10,0.000003
NonRoad,49003,Box Elder,2265003070,Off-highway Vehicle Gasoline 4-Stroke,Terminal Tractors,PM2_5,0.000003
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,CO,0.19658
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,NOX,0.003217
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,VOC,0.00573
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,NH3,0
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,SO2,0.000014
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,PM10,0.000101
NonRoad,49003,Box Elder,2265006005,Off-highway Vehicle Gasoline 4-Stroke,Generator Sets,PM2_5,0.000099
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,CO,0.037644
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,NOX,0.000733
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,VOC,0.00118
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,NH3,0
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,SO2,0.000004
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,PM10,0.000036
NonRoad,49003,Box Elder,2265006010,Off-highway Vehicle Gasoline 4-Stroke,Pumps,PM2_5,0.000036
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,CO,0.018137
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,NOX,0.000393
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,VOC,0.000542
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,NH3,0
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,SO2,0.000002
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,PM10,0.000017
NonRoad,49003,Box Elder,2265006015,Off-highway Vehicle Gasoline 4-Stroke,Air Compressors,PM2_5,0.000017
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,CO,0.049562
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,NOX,0.000779
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,VOC,0.00121
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,NH3,0
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,SO2,0.000004
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,PM10,0.000028
NonRoad,49003,Box Elder,2265006025,Off-highway Vehicle Gasoline 4-Stroke,Welders,PM2_5,0.000027
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,CO,0.076356
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,NOX,0.001196
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,VOC,0.002376
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,NH3,0
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,SO2,0.000006
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,PM10,0.000063
NonRoad,49003,Box Elder,2265006030,Off-highway Vehicle Gasoline 4-Stroke,Pressure Washers,PM2_5,0.000062
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,CO,0.003836
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,NOX,0.000052
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,VOC,0.0001
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,NH3,0
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,SO2,0
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,PM10,0.000002
NonRoad,49003,Box Elder,2265006035,Off-highway Vehicle Gasoline 4-Stroke,Hydro-power Units,PM2_5,0.000002
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,CO,0
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,NOX,0
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,VOC,0
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,NH3,0
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,SO2,0
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,PM10,0
NonRoad,49003,Box Elder,2265008005,Off-highway Vehicle Gasoline 4-Stroke,Airport Ground Support Equipment,PM2_5,0
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,CO,0.000137
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,NOX,0.000029
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,VOC,0.000008
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,NH3,0
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,SO2,0
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,PM10,0
NonRoad,49003,Box Elder,2267001060,LPG,Specialty Vehicles/Carts,PM2_5,0
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,CO,0.000055
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,NOX,0.000008
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,VOC,0.000002
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,NH3,0
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,SO2,0
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,PM10,0
NonRoad,49003,Box Elder,2267002003,LPG,Pavers,PM2_5,0
NonRoad,49003,Box Elder,2267002015,LPG,Rollers,CO,0.000055
NonRoad,49003,Box Elder,2267002015,LPG,Rollers,NOX,0.000007
NonRoad,49003,Box Elder,2267002015,LPG,Rollers,VOC,0.000001
NonRoad,49003,Box Elder,2267002015,LPG,Rollers,NH3,0
