Source,County ID,County,SCC,General Emissions Description,Specific Emissions Description,PolName,Tons/day
Area,49043,Summit,2461021000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,NOX,0
Area,49043,Summit,2461021000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,VOC,0.009386
Area,49043,Summit,2461021000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,NH3,0
Area,49043,Summit,2461021000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,SO2,0
Area,49043,Summit,2461021000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,PM10,0
Area,49043,Summit,2461021000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,PM2_5,0
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,CO,0
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,NOX,0
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,VOC,0.000011
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,NH3,0
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,SO2,0
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,PM10,0
Area,49043,Summit,2461160000,Miscellaneous Non-industrial: Commercial,Total: All Solvent Types,PM2_5,0
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,CO,0
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,NOX,0
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,VOC,0.030119
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,NH3,0
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,SO2,0
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,PM10,0
Area,49043,Summit,2501050120,Petroleum and Petroleum Product Storage,Gasoline,PM2_5,0
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,CO,0
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,NOX,0
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,VOC,0.010485
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,NH3,0
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,SO2,0
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,PM10,0
Area,49043,Summit,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,PM2_5,0
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,CO,0
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,NOX,0
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,VOC,0.037386
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,NH3,0
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,SO2,0
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,PM10,0
Area,49043,Summit,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,PM2_5,0
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,CO,0.054521
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,NOX,0.003848
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,VOC,0.001536
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,NH3,0
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,SO2,0.000641
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,PM10,0.006823
Area,49043,Summit,2610000100,Open Burning,Yard Waste - Leaf Species Unspecified,PM2_5,0.006249
Area,49043,Summit,2620030000,Landfills,Total,CO,0
Area,49043,Summit,2620030000,Landfills,Total,NOX,0
Area,49043,Summit,2620030000,Landfills,Total,VOC,0.00593
Area,49043,Summit,2620030000,Landfills,Total,NH3,0.000042
Area,49043,Summit,2620030000,Landfills,Total,SO2,0
Area,49043,Summit,2620030000,Landfills,Total,PM10,0.01175
Area,49043,Summit,2620030000,Landfills,Total,PM2_5,0.002883
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,CO,0
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,NOX,0
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,VOC,0.008274
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,NH3,0.032171
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,SO2,0
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,PM10,0
Area,49043,Summit,2630000000,Wastewater Treatment,Total Processed,PM2_5,0
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,CO,0
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,NOX,0
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,VOC,0.024084
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,NH3,0
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,SO2,0
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,PM10,0
Area,49043,Summit,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,PM2_5,0
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),CO,0
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),NOX,0
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),VOC,0.44901
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),NH3,1.7715
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),SO2,0
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),PM10,0.033468
Area,49043,Summit,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),PM2_5,0.00502
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),CO,0
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),NOX,0
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),VOC,0.007976
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),NH3,0.024894
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),SO2,0
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),PM10,0
Area,49043,Summit,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),PM2_5,0
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,CO,0
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,NOX,0
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,VOC,0.037916
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,NH3,0.29346
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,SO2,0
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,PM10,0
Area,49043,Summit,2805040000,Agriculture Production - Livestock,Total,PM2_5,0
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,CO,0
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,NOX,0
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,VOC,0
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,NH3,0.001586
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,SO2,0
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,PM10,0
Area,49043,Summit,2806010000,Domestic Animals Waste Emissions,Total,PM2_5,0
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,CO,0
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,NOX,0
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,VOC,0
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,NH3,0.014535
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,SO2,0
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,PM10,0
Area,49043,Summit,2806015000,Domestic Animals Waste Emissions,Total,PM2_5,0
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,CO,0
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,NOX,0
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,VOC,0
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,NH3,0.076826
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,SO2,0
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,PM10,0
Area,49043,Summit,2807025000,Wild Animals Waste Emissions,Total,PM2_5,0
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,CO,0
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,NOX,0
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,VOC,0
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,NH3,0.1085
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,SO2,0
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,PM10,0
Area,49043,Summit,2807030000,Wild Animals Waste Emissions,Total,PM2_5,0
Area,49043,Summit,2810010000,Other Combustion,Total,CO,0
Area,49043,Summit,2810010000,Other Combustion,Total,NOX,0
Area,49043,Summit,2810010000,Other Combustion,Total,VOC,0
Area,49043,Summit,2810010000,Other Combustion,Total,NH3,0.031598
Area,49043,Summit,2810010000,Other Combustion,Total,SO2,0
Area,49043,Summit,2810010000,Other Combustion,Total,PM10,0
Area,49043,Summit,2810010000,Other Combustion,Total,PM2_5,0
Area,49043,Summit,2810030000,Other Combustion,Unspecified,CO,0.008712
Area,49043,Summit,2810030000,Other Combustion,Unspecified,NOX,0.000203
Area,49043,Summit,2810030000,Other Combustion,Unspecified,VOC,0.001597
Area,49043,Summit,2810030000,Other Combustion,Unspecified,NH3,0
Area,49043,Summit,2810030000,Other Combustion,Unspecified,SO2,0
Area,49043,Summit,2810030000,Other Combustion,Unspecified,PM10,0.001569
Area,49043,Summit,2810030000,Other Combustion,Unspecified,PM2_5,0
Area,49043,Summit,2810050000,Other Combustion,Unspecified,CO,0.002137
Area,49043,Summit,2810050000,Other Combustion,Unspecified,NOX,0.000068
Area,49043,Summit,2810050000,Other Combustion,Unspecified,VOC,0.000549
Area,49043,Summit,2810050000,Other Combustion,Unspecified,NH3,0
Area,49043,Summit,2810050000,Other Combustion,Unspecified,SO2,0
Area,49043,Summit,2810050000,Other Combustion,Unspecified,PM10,0.001716
Area,49043,Summit,2810050000,Other Combustion,Unspecified,PM2_5,0
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,CO,0.00481
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,NOX,0.010558
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,VOC,0.000048
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,NH3,0.000029
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,SO2,0.029177
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,PM10,0.012516
Area,49045,Tooele,2103002000,Commercial/Institutional,Total: All Boiler Types,PM2_5,0.002342
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,CO,0.006559
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,NOX,0.026281
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,VOC,0.000447
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,NH3,0.001051
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,SO2,0.056766
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,PM10,0.003127
Area,49045,Tooele,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,PM2_5,0.002799
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,CO,0.001968
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,NOX,0.021551
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,VOC,0.000443
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,NH3,0.000313
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,SO2,0.018691
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,PM10,0.002018
Area,49045,Tooele,2103005000,Commercial/Institutional,Total: All Boiler Types,PM2_5,0.001119
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,CO,0.78134
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,NOX,0.93018
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,VOC,0.05116
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,NH3,0.004558
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,SO2,0.005581
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,PM10,0.070694
Area,49045,Tooele,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,PM2_5,0.070694
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,CO,0.014818
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,NOX,0.017628
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,VOC,0.000969
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,NH3,0.000024
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,SO2,0.000106
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,PM10,0.00134
Area,49045,Tooele,2103007000,Commercial/Institutional,Total: All Combustor Types,PM2_5,0.00134
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,CO,0.000039
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,NOX,0.000171
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,VOC,0.000003
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,NH3,0.000007
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,SO2,0.002525
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,PM10,0.00002
Area,49045,Tooele,2103011000,Commercial/Institutional,Total: All Combustor Types,PM2_5,0.000018
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,CO,0.01846
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,NOX,0.000612
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,VOC,0.000672
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,NH3,0.000134
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,SO2,0.001667
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,PM10,0.000419
Area,49045,Tooele,2104002000,Residential,Total: All Combustor Types,PM2_5,0.000258
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,CO,0.006506
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,NOX,0.02343
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,VOC,0.000911
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,NH3,0.001302
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,SO2,0.055453
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,PM10,0.003098
Area,49045,Tooele,2104004000,Residential,Total: All Combustor Types,PM2_5,0.002773
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,CO,0.001957
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,NOX,0.007135
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,VOC,0.000282
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,NH3,0.000317
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,SO2,0.017123
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,PM10,0.000642
Area,49045,Tooele,2104005000,Residential,Total: All Combustor Types,PM2_5,0.000515
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,CO,0.082157
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,NOX,0.19311
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,VOC,0.011299
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,NH3,0.041087
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,SO2,0.001233
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,PM10,0.001068
Area,49045,Tooele,2104006000,Residential,Total: All Combustor Types,PM2_5,0.000883
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,CO,0.005595
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,NOX,0.019778
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,VOC,0.00077
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,NH3,0
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,SO2,0.000084
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,PM10,0.000073
Area,49045,Tooele,2104007000,Residential,Total: All Combustor Types,PM2_5,0.00006
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,CO,2.3557
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,NOX,0.042769
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,VOC,0.43113
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,NH3,0.018978
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,SO2,0.007082
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,PM10,0.3383
Area,49045,Tooele,2104008010,Residential,Woodstoves: General,PM2_5,0.33761
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,CO,0.067438
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,NOX,0.001292
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,VOC,0.009687
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,NH3,0.000581
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,SO2,0.000258
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,PM10,0.013174
Area,49045,Tooele,2104008030,Residential,Catalytic Woodstoves: General,PM2_5,0.013174
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,CO,0.000053
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,NOX,0.000154
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,VOC,0.000006
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,NH3,0.000359
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,SO2,0.000364
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,PM10,0.000021
Area,49045,Tooele,2104011000,Residential,Total: All Heater Types,PM2_5,0.000018
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,CO,0.005616
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,NOX,0.000033
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,VOC,0.001263
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,NH3,0
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,SO2,0
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,PM10,0.000201
NonRoad,49045,Tooele,2260002006,Off-highway Vehicle Gasoline 2-Stroke,Tampers/Rammers,PM2_5,0.000198
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,CO,0.000219
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,NOX,0.000002
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,VOC,0.000045
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,NH3,0
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,SO2,0
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,PM10,0.000007
NonRoad,49045,Tooele,2260002009,Off-highway Vehicle Gasoline 2-Stroke,Plate Compactors,PM2_5,0.000007
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,CO,0.000247
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,NOX,0.000003
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,VOC,0.000053
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,NH3,0
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,SO2,0
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,PM10,0.000008
NonRoad,49045,Tooele,2260002021,Off-highway Vehicle Gasoline 2-Stroke,Paving Equipment,PM2_5,0.000008
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,CO,0
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,NOX,0
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,VOC,0.000001
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,NH3,0
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,SO2,0
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,PM10,0
NonRoad,49045,Tooele,2260002027,Off-highway Vehicle Gasoline 2-Stroke,Signal Boards/Light Plants,PM2_5,0
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,CO,0.014603
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,NOX,0.000086
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,VOC,0.003256
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,NH3,0
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,SO2,0.000001
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,PM10,0.000525
NonRoad,49045,Tooele,2260002039,Off-highway Vehicle Gasoline 2-Stroke,Concrete/Industrial Saws,PM2_5,0.000515
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,CO,0.000055
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,NOX,0.000001
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,VOC,0.000011
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,NH3,0
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,SO2,0
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,PM10,0.000002
NonRoad,49045,Tooele,2260002054,Off-highway Vehicle Gasoline 2-Stroke,Crushing/Processing Equipment,PM2_5,0.000002
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,CO,0.000027
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,NOX,0
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,VOC,0.000006
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,NH3,0
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,SO2,0
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,PM10,0.000001
NonRoad,49045,Tooele,2260003030,Off-highway Vehicle Gasoline 2-Stroke,Sweepers/Scrubbers,PM2_5,0.000001
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,CO,0
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,NOX,0
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,VOC,0.000001
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,NH3,0
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,SO2,0
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,PM10,0
NonRoad,49045,Tooele,2260003040,Off-highway Vehicle Gasoline 2-Stroke,Other General Industrial Equipment,PM2_5,0
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),CO,0.050274
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),NOX,0.000163
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),VOC,0.017199
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),NH3,0
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),SO2,0.000002
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),PM10,0.000551
NonRoad,49045,Tooele,2260004035,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Residential),PM2_5,0.00054
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),CO,0.018493
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),NOX,0.00006
