,Day,,,,,,,,,Last week,,,,,,,Day of Week,,,,,,
Date,Time,Percent,#,Spacing,# >60 dB,# >50 dB,Longest,Loudest,dB at Source,Avg time,Avg Percent,Avg Spacing,Avg dB,Total >60 dB,Total >50 dB,Day of Week,dB,Time,%,#,>50,>60,
4/5,4m 15s,7.08333333333333,3,0h 20m,0,3,229,56,92,5m 27s,9.08333333333334,0:07:18,57.2,3,22,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
4/6,5m 11s,8.63888888888889,9,0h 6m 40s,0,0,203,49,85,6m 4s,10.1222222222222,0:07:26,57.2,3,22,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
4/7,3m 1s,5.02777777777778,14,0h 4m 17s 143ms,0,3,28,58,94,5m 34s,9.27314814814815,0:06:55,57.3333333333333,3,25,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
4/8,3m 23s,5.63888888888889,11,0h 5m 27s 273ms,0,1,37,52,88,5m 15s,8.75396825396826,0:06:42,56.5714285714286,3,26,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
4/9,7m 45s,12.9166666666667,20,0h 3m,1,4,77,65,101,5m 34s,9.27777777777779,0:06:31,57.5714285714286,4,23,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
4/10,3m 29s,5.80555555555556,10,0h 6m,0,1,43,54,90,5m 16s,8.76984126984128,0:06:51,56.5714285714286,3,20,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
4/11,8m 21s,13.9166666666667,19,0h 3m 9s 474ms,1,2,99,65,101,5m 4s,8.43253968253969,0:06:56,57,2,14,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
4/12,3m 43s,6.19444444444444,6,0h 10m,0,4,73,56,92,4m 59s,8.30555555555557,0:05:31,57,2,15,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
4/13,5m 18s,8.83333333333333,12,0h 5m,0,4,72,53,89,5m 0s,8.33333333333334,0:05:16,57.5714285714286,2,19,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
4/14,5m 57s,9.91666666666667,15,0h 4m,0,3,79,57,93,5m 25s,9.03174603174604,0:05:14,57.4285714285714,2,19,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
4/15,3m 27s,5.75,10,0h 6m,1,3,45,65,101,5m 26s,9.04761904761906,0:05:18,59.2857142857143,3,21,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
4/16,2m 47s,4.63888888888889,11,0h 5m 27s 273ms,0,4,49,56,92,4m 43s,7.86507936507937,0:05:40,58,2,21,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
4/17,4m 5s,6.80555555555556,17,0h 3m 31s 765ms,0,5,58,57,93,4m 48s,8.00793650793651,0:05:18,58.4285714285714,2,25,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
4/18,6m 59s,11.6388888888889,14,0h 4m 17s 143ms,1,4,78,61,97,4m 37s,7.68253968253968,0:05:28,57.8571428571429,2,27,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
4/19,56s,1.55555555555556,4,0h 15m,0,0,19,49,85,4m 13s,7.01984126984127,0:06:11,56.8571428571429,2,23,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
4/20,4m 51s,8.08333333333333,11,0h 5m 27s 273ms,0,3,104,54,90,4m 9s,6.91269841269842,0:06:15,57,2,22,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
4/21,3m 58s,6.61111111111111,8,0h 7m 30s,0,3,124,53,89,3m 52s,6.44047619047619,0:06:45,56.4285714285714,2,22,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
4/22,2m 50s,4.72222222222222,10,0h 6m,0,3,32,53,89,3m 47s,6.2936507936508,0:06:45,54.7142857142857,1,22,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
4/23,4m 53s,8.13888888888889,12,0h 5m,1,3,84,65,101,4m 5s,6.7936507936508,0:06:41,56,2,21,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
4/24,6m 50s,11.3888888888889,15,0h 4m,3,8,133,64,100,4m 28s,7.4484126984127,0:06:45,57,5,24,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
4/25,9m 14s,17.4213836477987,21,2m 31s 429ms,2,10,78,66,102,4m 47s,8.27448337825696,0:06:30,57.7142857142857,6,30,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,53m
4/26,2m 30s,4.16666666666667,11,0h 5m 27s 273ms,1,4,42,61,97,5m 1s,8.64749925127283,0:05:08,59.4285714285714,7,34,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
4/27,2m 39s,4.41666666666667,7,0h 8m 34s 286ms,0,2,55,56,92,4m 42s,8.12368972746331,0:05:35,59.7142857142857,7,33,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
4/28,4m 31s,7.52777777777778,15,0h 4m,0,3,68,50,86,4m 47s,8.25464210841569,0:05:05,59.2857142857143,7,33,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
4/29,2m 51s,4.75,12,0h 5m,0,3,49,55,91,4m 47s,8.25861036238394,0:04:56,59.5714285714286,7,33,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
4/30,6m 20s,10.5555555555556,22,0h 2m 43s 636ms,2,5,38,63,99,4m 59s,8.60384845762205,0:04:37,59.2857142857143,8,35,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
5/1,,,,,,,,,,4m 41s,8.1396750524109,0:04:43,58.5,5,27,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
5/2,1m 54s,3.16666666666667,7,0h 8m 34s 286ms,0,0,42,47,83,3m 28s,5.7638888888889,0:05:43,55.3333333333333,3,17,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
5/3,,,,,,,,,,3m 39s,6.08333333333334,0:05:46,54.2,2,13,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
5/4,,,,,,,,,,3m 54s,6.50000000000001,0:05:04,53.75,2,11,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
5/5,4m 42s,7.83333333333333,9,0h 6m 40s,0,5,62,58,94,3m 57s,6.5763888888889,0:05:44,55.75,2,13,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
5/6,3m 4s,5.11111111111111,11,0h 5m 27s 273ms,0,3,49,53,89,4m 0s,6.66666666666668,0:05:51,55.25,2,13,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
5/7,1m 15s,2.08333333333333,7,0h 8m 34s 286ms,0,1,20,53,89,2m 44s,4.54861111111111,0:07:19,52.75,0,9,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
5/8,,,,,,,,,,2m 44s,4.54861111111111,0:07:19,52.75,0,9,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
5/9,,,,,,,,,,3m 0s,5.00925925925926,0:06:54,54.6666666666667,0,9,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
5/10,,,,,,,,,,3m 0s,5.00925925925926,0:06:54,54.6666666666667,0,9,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
5/11,4m,6.66666666666667,7,0h 8m 34s 286ms,0,3,134,54,90,3m 15s,5.42361111111111,0:07:19,54.5,0,12,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
5/12,2m 19s,3.86111111111111,7,0h 8m 34s 286ms,0,0,31,47,83,2m 40s,4.43055555555556,0:07:48,51.75,0,7,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
5/13,4m 6s,6.83333333333333,13,0h 4m 36s 923ms,2,9,39,61,97,2m 55s,4.86111111111111,0:07:35,53.75,2,13,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
5/14,,,,,,,,,,3m 28s,5.78703703703704,0:07:15,54,2,12,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
5/15,,,,,,,,,,3m 28s,5.78703703703704,0:07:15,54,2,12,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
5/16,,,,,,,,,,3m 28s,5.78703703703704,0:07:15,54,2,12,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
5/17,6m 17s,10.4722222222222,17,0h 3m 31s 765ms,0,2,45,54,90,4m 11s,6.95833333333333,0:06:19,54,2,14,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
5/18,4m 20s,7.22222222222222,13,0h 4m 36s 923ms,0,2,49,57,93,4m 16s,7.09722222222222,0:05:20,54.75,2,13,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
5/19,2m 11s,3.63888888888889,9,0h 6m 40s,0,3,27,58,94,4m 14s,7.04166666666666,0:04:51,57.5,2,16,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
5/20,,,,,,,,,,,,,,,,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
5/21,6m 36s,11,16,0h 3m 45s,0,1,82,54,90,4m 51s,8.08333333333333,0:04:38,55.75,0,8,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
5/22,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
5/23,5m 52s,9.77777777777778,17,0h 3m 31s 765ms,2,4,50,62,98,5m 3s,8.42222222222222,0:04:25,57,2,12,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
5/24,5m 12s,8.66666666666667,14,0h 4m 17s 143ms,1,8,61,61,97,4m 50s,8.06111111111111,0:04:34,58.4,3,18,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
5/25,1m 35s,2.63888888888889,7,0h 8m 34s 286ms,0,2,49,53,89,4m 17s,7.14444444444445,0:05:22,57.6,3,18,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
5/26,4m 52s,8.11111111111111,15,0h 4m,0,3,54,56,92,4m 49s,8.03888888888889,0:04:50,57.2,3,18,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
5/27,2m 42s,4.5,10,0h 6m,1,2,66,65,101,4m 28s,7.44907407407408,0:05:01,58.5,4,20,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
5/28,,,,,,,,,,,,,,,,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
5/29,5m 1s,8.36111111111111,14,0h 4m 17s 143ms,0,4,57,58,94,4m 12s,7.00925925925926,0:05:07,59.1666666666667,4,23,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
5/30,4m 21s,7.25,10,0h 6m,1,6,45,64,100,3m 57s,6.58796296296296,0:05:31,59.5,3,25,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
5/31,2m 12s,3.66666666666667,7,0h 8m 34s 286ms,1,3,33,61,97,3m 27s,5.75462962962963,0:06:14,59.5,3,20,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
6/1,5m 48s,9.66666666666667,11,0h 5m 27s 273ms,1,3,56,63,99,4m 9s,6.92592592592593,0:05:43,61.1666666666667,4,21,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
6/2,3m 4s,5.11111111111111,13,0h 4m 36s 923ms,0,5,34,59,95,3m 51s,6.42592592592593,0:05:49,61.6666666666667,4,23,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
6/3,5m 23s,8.97222222222222,15,0h 4m,0,3,47,58,94,4m 18s,7.1712962962963,0:05:29,60.5,3,24,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
6/4,3m 6s,5.16666666666667,10,0h 6m,0,2,33,55,91,4m 8s,6.88492063492064,0:05:34,59.7142857142857,3,26,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
6/5,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
6/6,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
6/7,,,,,,,,,,,,,,,,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
6/8,4m 23s,7.30555555555556,13,0h 4m 36s 923ms,0,0,71,49,85,3m 59s,6.63888888888889,0:04:48,55.25,0,10,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
6/9,3m 12s,5.33333333333333,9,0h 6m 40s,0,3,30,53,89,4m 1s,6.69444444444445,0:05:19,53.75,0,8,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
6/10,8m 27s,14.0833333333333,18,0h 3m 20s,1,3,132,65,101,4m 47s,7.97222222222222,0:05:09,55.5,1,8,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
6/11,7m 42s,12.8333333333333,8,0h 7m 30s,1,3,267,61,97,5m 56s,9.88888888888887,0:05:32,57,2,9,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
6/12,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
6/13,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
6/14,,,,,,,,,,,,,,,,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
6/15,2m 23s,7.00980392156863,5,6m 48s,0,3,37,52,88,5m 26s,9.81495098039214,0:06:05,57.75,2,12,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,34m
6/16,,,,,,,,,,,,,,,,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
6/17,,,,,,,,,,,,,,,,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
6/18,,,,,,,,,,,,,,,,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
6/19,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
6/20,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
6/21,,,,,,,,,,,,,,,,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
6/22,4m 31s,7.52777777777778,9,0h 6m 40s,0,4,60,59,95,4m 31s,7.52777777777778,0:06:40,59,0,4,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
6/23,6m 30s,10.8333333333333,17,0h 3m 31s 765ms,0,2,53,53,89,5m 31s,9.18055555555554,0:05:06,56,0,6,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
6/24,5m 23s,8.97222222222222,16,0h 3m 45s,0,1,52,55,91,5m 28s,9.1111111111111,0:04:39,55.6666666666667,0,7,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
6/25,,,,,,,,,,,,,,,,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
6/26,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
6/27,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
6/28,,,,,,,,,,,,,,,,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
6/29,5m 21s,8.91666666666667,15,0h 4m,0,3,48,57,93,5m 45s,9.57407407407406,0:03:46,55,0,6,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
6/30,3m 20s,5.55555555555556,13,0h 4m 36s 923ms,0,3,36,54,90,4m 41s,7.81481481481482,0:04:07,55.3333333333333,0,7,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
7/1,,,,,,,,,,,,,,,,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
7/2,4m 26s,7.38888888888889,14,0h 4m 17s 143ms,1,4,51,68,104,4m 22s,7.28703703703704,0:04:18,59.6666666666667,1,10,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
7/3,6m 7s,10.1944444444444,22,0h 2m 43s 636ms,2,8,47,62,98,4m 49s,8.01388888888888,0:03:54,60.25,3,18,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
7/4,5m 32s,9.22222222222222,16,0h 3m 45s,1,5,50,61,97,4m 57s,8.25555555555555,0:03:53,60.4,4,23,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
7/5,2m 51s,4.75,13,0h 4m 36s 923ms,1,3,37,64,100,4m 36s,7.67129629629629,0:04:00,61,5,26,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
7/6,2m 6s,3.5,7,0h 8m 34s 286ms,0,2,41,51,87,4m 4s,6.76851851851851,0:04:46,60,5,25,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
7/7,1m 54s,3.16666666666667,4,0h 15m,0,0,49,44,80,3m 49s,6.37037037037036,0:06:29,58.3333333333333,5,22,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
7/8,,,,,,,,,,,,,,,,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
7/9,5m 20s,8.88888888888889,11,0h 5m 27s 273ms,2,5,66,65,101,3m 58s,6.62037037037036,0:06:41,57.8333333333333,6,23,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
7/10,26m 38s,44.3888888888889,14,0h 4m 17s 143ms,0,3,614,56,92,7m 24s,12.3194444444444,0:06:57,56.8333333333333,4,18,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
7/11,6m 35s,13.1666666666667,22,2m 16s 364ms,0,7,42,58,94,7m 34s,12.9768518518519,0:06:42,56.3333333333333,3,20,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,50m
7/12,1m 56s,3.22222222222222,8,0h 7m 30s,0,3,22,58,94,7m 25s,12.7222222222222,0:07:11,55.3333333333333,2,20,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
7/13,3m 24s,5.66666666666667,11,0h 5m 27s 273ms,0,3,35,54,90,7m 38s,13.0833333333333,0:06:40,55.8333333333333,2,21,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
7/14,3m 57s,6.58333333333333,10,0h 6m,1,5,58,60,96,7m 58s,13.6527777777778,0:05:10,58.5,3,26,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
7/15,2m 9s,3.58333333333333,7,0h 8m 34s 286ms,0,0,40,48,84,7m 8s,12.2142857142857,0:05:39,57,3,26,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
7/16,3m 38s,6.05555555555556,7,0h 8m 34s 286ms,1,3,72,62,98,6m 54s,11.8095238095238,0:06:06,56.5714285714286,2,24,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
7/17,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
7/18,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
7/19,3m 44s,6.22222222222222,11,0h 5m 27s 273ms,1,5,54,60,96,3m 22s,5.62222222222222,0:06:49,56.8,3,16,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
7/20,8m 21s,13.9166666666667,16,0h 3m 45s,0,9,112,55,91,4m 22s,7.27222222222223,0:06:28,57,3,22,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
7/21,3m 41s,6.13888888888889,8,0h 7m 30s,1,2,83,63,99,4m 19s,7.18333333333334,0:06:46,57.6,3,19,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
7/22,7m 42s,12.8333333333333,11,0h 5m 27s 273ms,2,4,156,70,106,5m 25s,9.03333333333333,0:06:09,62,5,23,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
7/23,1m 6s,1.83333333333333,7,0h 8m 34s 286ms,0,0,13,48,84,4m 55s,8.18888888888889,0:06:09,59.2,4,20,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
7/24,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
7/25,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
7/26,8m 49s,14.6944444444444,16,0h 3m 45s,3,6,127,72,108,5m 56s,9.88333333333332,0:05:48,61.6,6,21,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
7/27,5m 52s,9.77777777777778,14,0h 4m 17s 143ms,0,3,66,59,95,5m 26s,9.05555555555554,0:05:55,62.4,6,15,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
7/28,1m 56s,3.22222222222222,6,0h 10m,1,4,40,60,96,5m 5s,8.47222222222221,0:06:25,61.8,6,17,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
7/29,3m 35s,5.97222222222222,11,0h 5m 27s 273ms,1,3,43,65,101,4m 16s,7.09999999999999,0:06:25,60.8,5,16,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
7/30,2m 13s,7.1505376344086,2,15m 30s,0,1,89,54,90,4m 29s,8.16344086021504,0:07:48,62,5,17,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,31m
7/31,,,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
8/1,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
8/2,9m 37s,16.0277777777778,14,0h 4m 17s 143ms,1,5,131,66,102,4m 39s,8.43010752688172,0:07:54,60.8,3,16,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
8/3,9m 34s,15.9444444444444,23,0h 2m 36s 522ms,1,5,73,63,99,5m 23s,9.66344086021505,0:07:34,61.6,4,18,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
8/4,6m 39s,11.0833333333333,15,0h 4m,0,4,73,54,90,6m 20s,11.2356630824373,0:06:22,60.4,3,18,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
8/5,4m 18s,7.16666666666667,13,0h 4m 36s 923ms,0,1,41,51,87,6m 28s,11.4745519713262,0:06:12,57.6,2,16,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
8/6,8m 8s,13.5555555555556,19,0h 3m 9s 474ms,1,5,95,61,97,7m 39s,12.7555555555556,0:03:44,59,3,20,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
